exp(coef)	exp(-coef)	lower95%	upper95%	p-value
AC008763.4	0.838662238041232	1.19237513583011	0.574033100677319	1.22528535146565	0.372526310923849
AC008764.1	0.896107447909004	1.11593760584562	0.458341452805319	1.75198763560028	0.752398987323948
AC008764.4	0.800011582274132	1.24998190295867	0.55727618473069	1.14847637367109	0.23758827026366
AC008770.1	NA	NA	NA	NA	NA
AC008770.2	1.09651144853158	0.911983182062694	0.776928592471864	1.547551948031	0.598422352573392
AC008770.4	NA	NA	NA	NA	NA
AC008878.1	0.582563055663377	1.71655238051661	0.330977665078167	1.02538554601169	0.0822503278003542
AC008878.2	NA	NA	NA	NA	NA
AC008878.3	NA	NA	NA	NA	NA
AC008982.1	NA	NA	NA	NA	NA
AC009070.1	NA	NA	NA	NA	NA
AC009133.6	NA	NA	NA	NA	NA
AC009163.3	3297908.01121263	3.03222526704832e-07	0	Inf	0.20016650823545
AC009163.5	NA	NA	NA	NA	NA
AC009412.1	NA	NA	NA	NA	NA
AC009690.1	0.874166177168286	1.14394725638932	0.58338910183449	1.30987449525893	0.514779551759954
AC009690.3	NA	NA	NA	NA	NA
AC009779.3	0.818089895774839	1.22235955383958	0.554977459910833	1.20594281013938	0.309833997353046
AC009879.2	NA	NA	NA	NA	NA
AC009879.3	0.969796398776253	1.03114427034567	0.650961208191728	1.44479431837723	0.880151928189835
AC010132.3	1.12745655351363	0.886952137431441	0.801060906335005	1.58684348469408	0.487262843005069
AC010197.2	1.04492340323371	0.957007946137789	0.753736751126713	1.44860246895664	0.791295588538208
AC010255.2	0.761345823608369	1.31346356542752	0.513341779817357	1.12916479023418	0.174217560955534
AC010319.2	NA	NA	NA	NA	NA
AC010323.1	1.07723468491633	0.928302823889922	0.756074591434873	1.53481492372931	0.67916607805531
AC010325.1	0.952842244813214	1.04949167130602	0.650300832208885	1.39613590900196	0.80420960247958
AC010326.2	NA	NA	NA	NA	NA
AC010327.2	NA	NA	NA	NA	NA
AC010422.3	0.838159353608489	1.19309054500764	0.611210201223355	1.14937725292429	0.279404677170845
AC010422.5	NA	NA	NA	NA	NA
AC010422.6	NA	NA	NA	NA	NA
AC010422.8	1.2035103486237	0.830902701537692	0.805824717098336	1.79745933391068	0.364074991172573
AC010463.1	NA	NA	NA	NA	NA
AC010522.1	NA	NA	NA	NA	NA
AC010531.1	NA	NA	NA	NA	NA
AC010542.3	0.88413623534537	1.13104741104675	0.634466920376828	1.23205301576072	0.470739188214344
AC010547.4	1.35678116627086	0.737038532712329	0.897633422037627	2.0507872010476	0.133073534488653
AC010615.4	NA	NA	NA	NA	NA
AC010616.1	NA	NA	NA	NA	NA
AC010619.1	NA	NA	NA	NA	NA
AC010646.1	NA	NA	NA	NA	NA
AC010973.3	NA	NA	NA	NA	NA
AC010980.1	1.57120408676169	0.636454556365774	1.05240971042178	2.34574259227164	0.0261298488246219
AC011005.1	1.34744704575657	0.742144192715579	0.904715845973673	2.00683291798001	0.141862059057677
AC011330.3	0.99954818920388	1.00045201502139	0.319256280878867	3.12945004493062	0.999380968608272
AC011448.1	0.961564086776369	1.0399722844813	0.653077992243625	1.4157658104534	0.842614954133411
AC011452.1	NA	NA	NA	NA	NA
AC011455.2	0.713060023625769	1.40240648313896	0.485555427918751	1.04716077312241	0.0970206231439204
AC011462.1	0.971164172046748	1.02969202199097	0.360201197046847	2.61842508242575	0.954104976734645
AC011473.4	NA	NA	NA	NA	NA
AC011479.1	NA	NA	NA	NA	NA
AC011498.4	0.694974044953542	1.43890265724506	0.471598905346483	1.02415191741007	0.0653302064874744
AC011499.1	NA	NA	NA	NA	NA
AC011511.1	0.937388445774722	1.06679360568983	0.676102687312106	1.29965035602102	0.699433618613001
AC011511.4	1.05447961496377	0.948335070502394	0.631898498581322	1.75966118113989	0.837932400564133
AC011530.1	NA	NA	NA	NA	NA
AC012184.2	NA	NA	NA	NA	NA
AC012213.5	0.920278607549478	1.08662745368254	0.652303253797825	1.29834200670061	0.638862730905215
AC012254.2	NA	NA	NA	NA	NA
AC012309.1	0.810764435131812	1.23340387992897	0.591443800768504	1.11141408265752	0.19940145598211
AC012488.2	NA	NA	NA	NA	NA
AC012531.3	NA	NA	NA	NA	NA
AC012651.1	0.862353214105329	1.15961764117442	0.579545655377763	1.28316562979505	0.465588233705233
AC013271.1	1.21931659145819	0.820131545002674	0.302398919808818	4.91646250305775	0.773336751764363
AC013394.1	1.07251027667342	0.932391998239563	0.718417201963666	1.60112855096735	0.73195292376489
AC013470.2	1.40598342962365	0.711245935713251	0.947066951273781	2.08727524671572	0.0906509968348437
AC013477.1	0.849667425465465	1.17693107918334	0.588521496421288	1.22669220799425	0.385645123197358
AC013489.1	1.04872571286237	0.953538172789361	0.726922864316466	1.51298806903378	0.798183126391381
AC013717.1	NA	NA	NA	NA	NA
AC015688.4	NA	NA	NA	NA	NA
AC015802.6	1.33941042467465	0.746597145712753	0.89473119990513	2.00509413991302	0.153844106634623
AC015813.2	NA	NA	NA	NA	NA
AC017083.3	1.04001618231362	0.961523500312657	0.703881930207729	1.53666916716414	0.843146808378628
AC018362.3	NA	NA	NA	NA	NA
AC018512.1	NA	NA	NA	NA	NA
AC018523.2	NA	NA	NA	NA	NA
AC018630.4	NA	NA	NA	NA	NA
AC018709.1	NA	NA	NA	NA	NA
AC018755.2	0.542815014590564	1.84224823028207	0.0758795960769632	3.88310106139862	0.58016013437149
AC018809.3	NA	NA	NA	NA	NA
AC019117.3	NA	NA	NA	NA	NA
AC019257.8	NA	NA	NA	NA	NA
AC020636.2	1.04201664917963	0.959677564448982	0.579173176165576	1.87473926944631	0.890110707346913
AC020765.6	0.93822671763329	1.06584046393662	0.673008154557336	1.30796241876137	0.707901194658288
AC020907.6	NA	NA	NA	NA	NA
AC020909.1	NA	NA	NA	NA	NA
AC020915.4	1.11813306206245	0.894347939372661	0.778560689749241	1.60581128862264	0.540748421903789
AC020922.1	0.929391478275863	1.07597285253263	0.578955221406492	1.49194356999387	0.76397550845302
AC021072.1	1.15860790110474	0.863104764818618	0.828551434633414	1.62014355704574	0.384300678230937
AC021087.5	1.1458901935953	0.872683967093255	0.756580326869884	1.73552534892132	0.519783426990108
AC021660.3	0.450284815114069	2.22081661747059	0.184533551316636	1.09875094949215	0.119127496186593
AC022335.1	1.25386968633079	0.797531044016468	0.727177474685687	2.16204330446133	0.400603452712586
AC022384.1	NA	NA	NA	NA	NA
AC022400.5	0.812332797517003	1.23102256003528	0.333588332133454	1.97814045144064	0.657591886028742
AC022414.1	NA	NA	NA	NA	NA
AC022415.2	0.788760863467559	1.26781138151783	0.524560061587494	1.18602948507989	0.253352084323129
AC022506.1	NA	NA	NA	NA	NA
AC022826.2	NA	NA	NA	NA	NA
AC023055.1	1.37879427089868	0.725271362890283	0.951110945410257	1.99879272826894	0.0865488689029839
AC024592.3	1.11630692299538	0.89581098119208	0.458439830816755	2.71822180918984	0.805252100910422
AC024598.1	1.07549424382876	0.929805069379076	0.624338590367085	1.85266117833389	0.790981060495881
AC025165.3	NA	NA	NA	NA	NA
AC025165.6	0.821231375284049	1.21768362741148	0.593540040241287	1.13626870307985	0.240196053627673
AC025263.2	NA	NA	NA	NA	NA
AC025283.2	0.866235403154701	1.15442060709843	0.616430891839908	1.21727152810093	0.411358378287707
AC025287.4	0.948440193407305	1.05436273889602	0.642833982248722	1.39933299313732	0.789623946092831
AC026316.4	0.84698716910483	1.18065542959392	0.521420989343234	1.37583119837928	0.511798804666477
AC026464.1	NA	NA	NA	NA	NA
AC026464.3	NA	NA	NA	NA	NA
AC026464.4	NA	NA	NA	NA	NA
AC026464.6	NA	NA	NA	NA	NA
AC026786.1	NA	NA	NA	NA	NA
AC026954.2	0.582881729304105	1.71561390540391	0.144291707848825	2.35461285628764	0.485940662046316
AC027644.4	1.07929393583305	0.926531658151262	0.777732228201639	1.49778465863445	0.646188239422801
AC027796.3	0.991894585404661	1.00817164920003	0.705584752233821	1.39438227008206	0.962666690259525
AC034102.2	NA	NA	NA	NA	NA
AC034228.3	0.542815014590564	1.84224823028207	0.0758795960769632	3.88310106139862	0.58016013437149
AC036214.3	NA	NA	NA	NA	NA
AC037459.1	0.796960806898812	1.25476684843671	0.433142506846755	1.46636849926512	0.480255733552192
AC040162.1	0.691187601410861	1.44678521136488	0.466113983811735	1.02494307602035	0.0653889640687905
AC046185.1	NA	NA	NA	NA	NA
AC048338.1	NA	NA	NA	NA	NA
AC048338.2	1.19089069704515	0.839707625965346	0.835627118335085	1.69719318723687	0.328930594727419
AC053503.6	NA	NA	NA	NA	NA
AC055811.2	1.02936886535871	0.971469056091496	0.698584649574534	1.51678148326794	0.883618635498239
AC055839.2	0.644183878241048	1.55235179546951	0.433361683901254	0.957567049421548	0.0293157752085507
AC058822.1	NA	NA	NA	NA	NA
AC063943.2	NA	NA	NA	NA	NA
AC067968.1	NA	NA	NA	NA	NA
AC068234.1	NA	NA	NA	NA	NA
AC068533.4	NA	NA	NA	NA	NA
AC068547.1	NA	NA	NA	NA	NA
AC068580.4	0.529856805133929	1.88730236228114	0.351127971056917	0.799561006494769	0.00244714042594805
AC068631.2	NA	NA	NA	NA	NA
AC068775.1	3325958.5034313	3.00665206426456e-07	0	Inf	0.112731920564144
AC068831.6	1.03614890194695	0.965112251840421	0.702936226385684	1.52731429496252	0.857620143585777
AC068870.4	NA	NA	NA	NA	NA
AC068896.1	1.0457334633438	0.956266615780311	0.701954419511084	1.55787675946066	0.825923786954514
AC068946.1	1.04276005324476	0.95899339151735	0.705486669399857	1.54127437952582	0.833595680514237
AC068946.2	1.21971834255302	0.819861409894745	0.822003397963198	1.80986214758554	0.3229803815158
AC069257.3	NA	NA	NA	NA	NA
AC069288.1	0.553331440590555	1.80723509752623	0.259712584950253	1.17890198969243	0.1600153082876
AC069368.1	1.15595530645161	0.865085349250792	0.81091190670742	1.64781483594094	0.416238055899749
AC069444.2	1.04971458404056	0.952639903459095	0.667517598498963	1.65074405592492	0.832579306882943
AC069503.2	1.22697909506546	0.815009810698239	0.829642985179003	1.81460908682648	0.304856619328479
AC069544.2	1.22894485685005	0.813706159740265	0.835878642021423	1.80684777101826	0.29489341289135
AC072022.2	0.976630763606906	1.02392842542333	0.655848464032574	1.45431101958948	0.907363207762653
AC073082.1	1.25725788848296	0.795381766271218	0.900086318259945	1.75616201033747	0.171468884987642
AC073111.3	0.804755301393573	1.24261374640009	0.537910917569451	1.20397462473411	0.290098265771757
AC073283.3	1.20718354956721	0.82837444260942	0.299425706643062	4.86695727859764	0.784809851602266
AC073508.2	NA	NA	NA	NA	NA
AC073585.1	0.760433848749128	1.31503877904034	0.432800953780943	1.33608679295122	0.359638411820833
AC073610.2	1.09805833757488	0.910698426286307	0.748207884542076	1.61149346007714	0.629069406584411
AC073612.1	NA	NA	NA	NA	NA
AC073896.1	NA	NA	NA	NA	NA
AC074143.1	0.762043755328773	1.31226060578183	0.313185799942611	1.85420502826754	0.565721854936216
AC078815.1	NA	NA	NA	NA	NA
AC078927.1	NA	NA	NA	NA	NA
AC079447.1	1.1299614118717	0.884985973409101	0.767886873992574	1.66276158059636	0.53496777549961
