feature,coefficient
SERPINE1,1.5354091570548875e-05
ROMO1,8.125620846860763e-05
OST4,-0.0003452173637001416
PSMC3,-0.00027623653892859236
PPP1R14B,0.00020464836971100173
STIP1,-0.00031871291294016543
FDCSP,-2.7409347844178632e-06
EMC7,-7.81830884901002e-05
RPS4X,-2.5783996362685774e-05
ZMAT2,-0.0005160649724373958
TCEAL8,-0.0011118657736202257
RNASE7,-0.0011855855941978754
SPINK7,0.0004648590633571647
POMP,-0.00032742165985407903
S100A10,-4.953878614219376e-05
SMIM14,0.00040711804203297366
EIF3D,0.00012364624925434849
LMO4,0.0011282509452362802
TUBB6,-9.395191160883645e-05
LAMTOR1,-2.857701805921713e-05
RPL12,-0.00012291298583401078
GSTO1,0.00023235146077292188
GSTP1,1.0151502416376243e-05
SPINK5,-4.263126085585559e-05
TOMM34,-0.0004323610601512972
HSP90AB1,3.892872707776262e-05
CCL26,-0.0004633133334466043
ARSI,-0.00024787522284750005
RNF181,-0.0003997209514564699
EPHX3,0.0003779650214525619
INPP1,0.00013981078643395494
SBDS,-0.0002644315725250108
TMED10,0.00010405770710035892
