feature,coefficient
S100A10,-4.241905440146285e-05
BTG1,0.0005334011596617342
ALDH3A1,3.429492580897782e-05
RPL12,-0.00015661810350292061
TMBIM6,-0.00012307859505580402
TPI1,-1.3131619176176926e-06
ROMO1,0.0002255621472663689
SERPINE1,3.77748443843387e-05
BANF1,0.0001115989511934929
TRMT112,0.00010324665850595579
SOD1,-0.00013733253153197552
LAMC2,2.1927312099903645e-05
PSMA7,-0.00037478792722551795
RPS21,8.990841763721941e-05
LAMTOR1,-5.9788168803580215e-05
OST4,-0.00038140472256486104
G6PD,-0.00011911991601901313
SELENOW,-0.00010359669032285819
RAN,0.0003488039414494976
FTH1,-0.0004271116692939946
CIAO2B,-0.00021294174865944812
KIAA1522,0.00037837851825786193
GSTO1,0.00015236363477180937
ELOB,-0.00018364312580164925
RNASE7,-0.0008346015324356342
MME,-0.0002305913376998957
HK1,-0.00016279969581042163
TNFRSF12A,-0.00020933357772596854
LMO4,0.00021151522992892752
GSTP1,1.4719025568874916e-05
RPL36AL,-1.2390442113826032e-06
F3,-4.0612799723147395e-05
PSMC3,-0.0003617561080254126
TCEAL8,-0.0008620592018067196
SPP1,5.7374722949692614e-05
CHGB,-0.00013136034241031783
PGK1,-0.00022875578941227375
PSMD2,-4.561657056104327e-06
PRPF19,1.8398372423732586e-05
CXCL13,0.00026816923913567455
TMSB10,-2.9425026402003094e-07
MT2A,-1.7972191311626307e-05
CDC42EP4,0.0001893971771447727
CTNNAL1,0.0005036478529477804
NDUFA4,-4.839322088572713e-05
